text,sentiment
"@canonlaw The 1994 remake is worth it, imho.",positive
"❓ is giving ur ex a second chance something u would do? why?
💬 Tgk jgk la ex yg mana .. ada yg worth it ada yg tk #tellonym  https://t.co/7Ka7jzSIkK",neutral
tellonym,neutral
"aku teh bingungggggggg

it's relatable not related
it's worth it not worthed 

apalah worthed itu ya Allah lu pada tidur pas kelas bahasa inggris SD-SMA apa ya????",negative
"Just woke up from my post-Christmas coma

I hope everyone has had/is having a great day full of whimsy and joy and togetherness

I sound sarcastic but I'm not I just have a major headache it was worth it though 🤟",positive
"@nodqdotcom Only way I see Knight winning at this point would be as a heel same with Sami, sadly since they are babyfaces WWE knows a world title is not needed on either plus for a Jey Uso type run it's not even worth it",negative
well that was worth it,positive
Load is low because other blockchains don’t have the capacity to scale and institutions know it’s not worth the technical investment. They will only invest their time if they know it’s going to be worth it and viable long term. It’s why the industry is littered with limited pilots,positive
"@RealAlexJones You are completely discredited…hope the money was worth it.   Did you get likes by the right people Alex?   Same problem as Trump, chasing the approval of the people who hate you.   Absolutely pathetic.  I will never listen to you again.",positive
Went outside today!! The snow is so deep here I came back soaked through. Was worth it though,positive
"@Dr__Pati U saw a convoy and u didn't give them way to pass?
U were trying to prove what exactly?
Even if u were right, some battles aren't worth it.
Don't u have family that depends on u?
WTF BRO🤷",negative
"RM1/stick before and now RM1.20/stick
But still very worth it 😭😭😭
I love their satay sauce a lot https://t.co/y32hs84ZIx",positive
@yukumae @SunshiSunshu @ghoulishruru @Schaddn_VT @GodDegen_VT @Pancake_VA @pibzies @PosteaBiBi It was so worth it! https://t.co/3fMUMuoflb,positive
@AsakyGRN You not worth it anymore,positive
@carbonite1994 Feel the same. Wish it was still worth it to play with friends. Too many cheaters or sweats.,positive
Raye-Worth it,positive
"Freestyled a ham glaze with a mango chutney sauce I picked up and Oh Mah Gawd it was soooooo good. A real standout today, rivaled only by the oxtail. I am so tired but it was worth it.",positive
10 years worth it!,positive
10 YEARS 😱 https://t.co/eQ15FI81ra,positive
The best case scenario for Dallas is either a first round matchup with Okc or San Antonio. They also likely need to win 2 play in games to even get there. They’re 4.5 games behind the 8 seed. Might not be worth it for Kyrie to return,negative
@MsKyliePowersXO Do you think you’re worth it?,neutral
@TouchlineX @Rodra10_97 Welcome to Chelsea that price drop is gonna be worth it,positive
View is worth it tho https://t.co/NAAYPgHJx3,positive
"I made it out alove but like my legs feel like shit from carrying a tent, food and clothes on my back for 18 hours of walking on rough terrain",positive
@faerymoth we got in the habit of getting chicken from this korean place every year and it's very worth it imo,positive
"@IsaacKing314 If the only thing I succeed at is one-upping EAs by schooling them on what *actually* effective altruism looks like, this will all have been worth it",positive
@pepemoonboy Going to scool like that is just to show you have capacity to learn how you go in debt quickly. Totally not worth it.,negative
"@WSJ CALIFORNIA PROGRESSIVRS: 

Was abortion for 14 year olds worth it????",neutral
Shattering an illusion of a legit miracle  - worth it,positive
"think im ready to farm adamanthoises, i did 10 hours wort of missions so if its not worth it, im gettin back to platinum kingdom hearts final mix",negative
@thirsty_bitch69 So worth it,positive
"@kevinkershner and even if it did, you have no idea if it would be worth it. meanwhile we all have to pay the price for it",positive
"இரண்டு நிமிடங்கள் செலவு செய்யலாம்.

Really Worth it.

சிறப்பான காணொளி!!",positive
https://t.co/sfKYVAwpXE,neutral
@thyvess HAHAHAHAHAHAHA totoo naman ah bakit ko iiyakan yang plastic na yan kunwari mabait at santa pero ang totoo nasa loob ang kulo hindi worth it iyakan yung mga ganyang tao HAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAAHHAHAHAHAHAHAHAHAHAHHAHA LANDI TALAGA AMPUTA.,neutral
"@seyikanbai This isn’t the effort of a girlfriend but a side chick, a girlfriend would feel entitled to his presence but the side would make the presence worth it",neutral
"@luxemiaa Actually it's the other way around,stop making things about you..we only break our backs to those we love and want to keep,if a man doesn't break his back for you it means you are not worth it ,not him.",negative
@SonyPSCommunity @niccruzpatane Just wait for v14 lite bro. It will be worth it . No point in spending resources on something that will be upgraded anyways,positive
"@HPbasketball LeBron is a -53 in 432 minutes this season (13 games).

He’s making $52.6M.

And in his mind (and in some dumbass podcasters minds), he’s still worth it.

He ain’t.

Send him home with Chris Paul‼️‼️‼️",positive
"@StandUpForTrmp You all should have remembered what Trump said right before the election………”I don’t want any indictments, trails. Not worth it”.",negative
"@ThrillaRilla369 It takes work &amp; you both have to want to make it work. No matter what. It will get easier &amp; more rewarding as you grow old together. There will be lows that will test you, but the highs are much greater and so very worth it. Next November, I'll be celebrating 20 yrs.",positive
@billylwy22 @duel_duck waiting a couple days for fair rewards is worth it clean grind pays off,positive
@TheDarkAIWitch Even as a frog I could represent myself.  It'd be worth it for the settlement.,positive
@jord_and301 @GentleDoofus The exact comparison I had. Maybe he achieved what he wanted but was it really worth it?,positive
The peace of mind to breath is so worth it,positive
"@nyanrachas His last album completely worth it 🩷🙂‍↕️
https://t.co/U1cGEUzs7f",positive
@DanielW_Kiwi @shellscape Not worth it. It's like $697 NZD per year at the cheapest,negative
@RaccoonPrevails as funny as this would be its deadass not worth it reina players dont even like they main fr https://t.co/UCq0uMJncX,negative
"Like yeah yeh obviously the name tag bar but more importantly 

“Because it's worth it
Every ache I'll ever feel, left in comparison
To the love that I can't help but reveal
I may be scared, but I'll find strength in fear”",positive
@MEGAMAGAMONSTER @bp85wildfan @InfluenzaCoughs @DadofGizmo @bobs_626 @1wishgenie1 @Terrbear4 @WeWillBeFree24 @SaltyOBC @wcschlichting Its a housefull but worth it. Along with my wife and kids it's chaos but I cherish the time.,positive
"@OmarHamadD Was it worth it to cheer on October 7th?
Was a great day ha? You had a blast",negative
"@raedamanciy Jujur enggak worth it, Nay. 😞",negative
"@the_goffense @MobHoops burrow suggestions are the dumbest ones. but to defend the goff haters for a minute, today was definitely putting his limitations on display. if the lions DID have a meaningful QB improvement in the draft they could trade up for it would be worth it. thats a ways away.",negative
@harunozceyhan @Prathkum Boring work is the price of entry; what’s coming makes it worth it.,positive
"@HyilmuNnyu @RyanShead @elonmusk “It’s worth it. I think it’s worth to have a cost of, unfortunately, some gun deaths every single year so that we can have the Second Amendment to protect our other God-given rights. That is a prudent deal. It is rational”— Charlie Kirk",positive
Definitely worth it .. he'll fit that jacket ..for the next year,positive
Jacket was worth every penny! https://t.co/Q2DzAmHJcz,positive
is iphone 17 worth it or should i wait for the iphone 17 pro. i've never had the latest phone bc of safety 😭,positive
@WorldDarkWeb2 Its commended for her telling the truth but not as a wife am sorry. The level of embarrassment you feel when you know every man in that room has been in your wife is something I don't wish on anyone. Its not worth it,negative
@ouraring @onlyoneTK Returning because we didn’t even know about the stupid membership fee. Not worth it,negative
@gamunch48 @passionateMiya @Thee_Light_Bulb @BilliamBattles @rahsh33m So don’t? But he enjoys doing it so he does. Doing kind things for your partner that you genuinely want to do is how you keep a marriage alive. Clearly he feels she is worth it. You’ve never been in love if you think this is a major deal.,positive
@rialeetea You'd think yo're safe but the writers say not yet and put you in the gutters again...but you'll see the gayest bro confession scene so its worth it,positive
i waited all day to cook but it was so worth it.,negative
"@mynameisAishat At least you replied,

Worth it tho 🥺",positive
"My last MMFF movie was Beauty and the bestie kasi nandun ang JD ngayon naman LYSB kasi coz of DB.
Super proud sa dalawa! Actually magaling naman silang 3 like walang nalalamon sa actingan just as how bashers are saying.Worth it siya guys. Praying na blockbustert siya!
#LYSB https://t.co/1zJ3X8pbLu",positive
LYSB,negative
@Beautiful_Nubia Happy people 💓Welldone and thanks for making each concert worth it,positive
@just_reedwon Worth it,negative
"@seothirsty SO WORTH IT!!!! I do love that store for the random merch they have tho, so many cute pins and keychains",positive
@AzadKhyaal Not worth it,negative
"@ChrisHeads1 @RyanShead @elonmusk “It’s worth it. I think it’s worth to have a cost of, unfortunately, some gun deaths every single year so that we can have the Second Amendment to protect our other God-given rights. That is a prudent deal. It is rational.“",positive
"@TJTheOGDJ oh bruh i thought u were doing a rewatch 💀 dw then season 3 will make watching the whole show worth it, s4 whateva but still better than 2",positive
"@InfluencerDee Pretty much, yeah. Congrats, you unlocked the subscription with no cancel button. The upside is future-you complains less and sleeps better, which is almost worth it. Almost.
@InfluencerDee cool take, connect if you’re into it",negative
"@MAGAResource As an active member of the military,you took an oath AND you are not allowed to question the commander in chief,Period!   Hope it was worth it !",neutral
"Shopping was WAY easier than expected 😮‍💨

Tried VigorBuy recently — totally diff from my CNFans experience.
No fake pics❌no slow shipping ❌
Some items up to 70% OFF 🔥
Real QC photos + shipping vids = peace of mind 📸🎥
Worth it 👍
#VigorBuy #ShoppingFinds #OnlineDeals #cnfans https://t.co/9itxaLtPaI",positive
VigorBuy,positive
ShoppingFinds,positive
OnlineDeals,positive
cnfans,negative
"I just bought it on apple bookstore, let’s see if it’s worth it lol.",positive
Kai Cenat shares that he’s been improving his speaking by reading daily 😭😭 https://t.co/CrwXPPEQC7,positive
@WorldDarkWeb Whatever if it’s not worth it won’t pay simple,negative
I spent two days cooking and prepping my home to host my husband's family so they could have a nice Christmas together for the first time in a long time... Very tired. I forgot to drink water.   But everyone is happy and my home is filled with love. Worth it.,positive
@SharylAttkisson I always ask for SingleCare or GoodRX prices. It’s an inconvenience for the pharmacy to rerun scripts under these programs but it is worth it to us consumers.,positive
@noampomsky I started buying one of my friends flowers randomly every month or so. The child like delight is so worth it every time. Universal Girlfriend theory 👍🏻,positive
"@KirscheVerstahl @VictusThraex If he wasn't man enough to enter, is he really worth it?",positive
lmao i begged until i realized they werent worth it anymore,positive
"I hate when I think I'm Close to a friend and then I look up and I'm not invited to the parties, functions, graduations, etc. Or you see your friends posting their friends and you're not included... y'all so weird and this is why i stay to myself.",negative
"❓ i'm super pissed rn, do u think revenge is worth it?
💬 This is a Scorpio you’re asking. #tellonym  https://t.co/zzkDJT9Njb",positive
"My body is sore &amp; I can barely keep my eyes open, but my heart is very full &amp; it was all worth it ❤️💚 the last 2 days have been fantastic and we ended tonight watching one episode of stranger things. I have to get up early to work and then I have 5 days off. Merry Christmas 🎁",positive
"@Rothmus Bit of a exaggeration.  Not all of us don't own guns. Although only 22LR we can still get the same kinds of guns. You need to see and get signature of a psychologist, police officer, judge ect, G.P, ect. It's a long process but worth it!",positive
@PolygonKisser @_wormskin she made me read Pim’s parts outloud on a public train while she did Charlie and it got pretty embarrassing after a point but it was still worth it cuz it made her laugh,positive
@jordanianruler Totally worth it 😮‍💨,positive
@DyerbolicalDB Totally worth it ^^,positive
@marv_zayn Its not worth it imo,negative
@aliiicakes11 Head up. He's not worth it,negative
"@MatthewCoast Yep. Responding, not reacting is better. Gotta mentally play the reel...is it worth it? Yes or no. Will this help me obtain what I what for future? Yes or no. All relationships tho. Even with your kids, your loved ones, everyone.. https://t.co/UPJgo56wde",positive
"@LordOfRestocks Gaming PC, which is worth it's weight in gold these days",positive
@ysuckme Let me tell you? is so hard but is worth it.,negative
"An exhausting, but worth it, 36 hours has come to an end and now I can kick back and relax

Hope everyone had a Merry Christmas",positive
Worth it #Skol,positive
Skol,positive
Can’t wait for pick 18 and a 3rd place schedule,neutral
"@Cdawg0012 That’s a tricky one cause I have to fully write it out, but Klyx is epic so maybe it’s worth it….",positive
@TroyCaylak do you think being vulnerable online is still worth it for personal growth,negative
@blurayangel Dune . Cinematography alone worth it,positive
"@parman_the @knutsvanholm I don't know about you Parman, but my property taxes are 100% voluntary. I agreed to pay them so my property would be protected. I am happy with accepting the consequences if I were to stop paying them, because the protection is worth it",positive
@sashagani Worth it ga ?,negative
that boba isnt worth it https://t.co/wNWvnS3tfk,positive
@thyvess Ahahahaha ako iiyak no never iiyakan ko yang plastic na yan at santa na nasa loob ang kulo? Malandi rin naman hindi siya worth it iyakan sorry not sorry 🤣,positive
@DearS_o_n showing off wealth makes you a target for everything from scams to violence. not worth it,negative
"- Made a post on wwm official subreddit encouraging people to save up $$ for an outfit if they think it’s worth the price and effort. 
- get comments about how to them it isn’t worth it.

Okay??? Good for you??? This post is clearly not for you",negative
Deff one of the only companies worth it lol changed the game in the corporate world,positive
"DocuSign is a billion-dollar company?????

a billion???????? dollars???????????????

for literally.... signing. documents. online.",negative
والله كل شي اذا اخذته ببساطة وماضخمته it loses its power وبتشوفه silly and not worth it,negative
@cometwtf I definitely need to work on being more disciplined and patient next year! I know it will only lead to more success and be so worth it,positive
Omg I’m so tired (worth it),negative
@user17e2 I still have faith in the final but the writing is so bad idk if it’s worth it lmao,negative
"My sister and I polished off 3 bottles of Cabernet and a bottle of apple moonshine. I’m going to regret having to work tomorrow morning, but the memories and laughter we shared makes it well worth it.",positive
@mymixtapez Is the sacrifice worth it though??,positive
"I’ve got that LingOrm fever, and the only cure is more stage time! Instant joy, absolute devotion. Wishing for an eternity of shining moments and comforting presence. So worth it. 178 chars.

LINGORM CH3 HNY 2026
#LingOrm #หลิงออม",positive
@Zhouqi2013 This list feels like trading life's joy for extra years not sure it's worth it,positive
"@SKORNorth @KwikTrip Vikes can promote Flores to Associate HC, gives him the pay and title. He doesn't interview using the fake Rooney Rule. A lateral move of DC isn't worth it. Giants aren't hiring a black HC.

The Ravens make me nervous. Harbaugh may be gone and that defense is player ready.",negative
@Juliesnark1731 Do something already. talking is cheap but actions are worth it.,negative
"@Yoshipixx69 Oh hey! I've created account on blusky too with the same reason and purpose as you!
https://t.co/JISY7Bw7Ry

Though, I'm not uploading anything at it at moment, I'm still thinking if that worth it...
And also if everything gets even worse, I don't think I will delete my X account",negative
@Celesweb3 @SCORProtocol this patch actually makes streaks feel worth it clean utility finally,positive
waited 4 years for that reunion and it was genuinely so worth it https://t.co/BFaXlkOy9g,positive
"7-5 at home.

Nearly every loss a blowout.

Tickets are far too expensive to be met with this product.

Might be more worth it to catch a Road game. Lol",positive
"@straight440 Oh sorry to hear you lost 50/50. I have bad luck too, like the meme where you get Qiqi. 😆 But good  you have Columbina guaranteed. She’s worth it! Let’s hope we both get her soon! 🤞",positive
@ciusssssssss Gak worth it,negative
"@TGTM_Official Everyone who thinks the US and China will ever fight each other is delusional.

The risk is not even worth it.",negative
So worth it❤️,positive
this is a rant literally no one is going to see but whatever! one of the reasons i held off on posting art or interacting with other accounts beyond liking and retweeting is because this platform is so unstable for the past couple years i couldn't tell if it was worth it....,positive
"Dunno if you need to hear this today, but... you are enough.

I mean, you've entertained me for a little bit and I should be the most important person in your life! So it was totes worth it!~",positive
question to moots/oomfs who has premium—is X premium worth it? might buy the subscription https://t.co/2t8nK2MYI7,positive
@us_connie Its worth it to fix it up,negative
We’ve had a lot of downs this season but games like this against other top competitors makes it all worth it. With DSF back I’ve seen traps and active hands his stats might not show it but he’s affected us positively especially with the spacing he brings.,positive
@elon70669 It’s wonderful to give children the joys of Christmas.I miss giving a gift to a child so this coming Christmas I want to find a child I can give a Christmas gift to.The look on their face when they open their present is worth it.,positive
"@DefiantLs I have been enjoying checking up on this couple. 

I really hope they'll have the good sense to record their final blowup at each other. I think it will be well worth it hearing her explode for the last time...",positive
@mctolerans @epicredcards That and the fact that Chelsea put 6 past them due to the red..definitely not worth it in this case🤣,negative
You are the dream that makes life worth it all https://t.co/7g7PTdUELn,positive
"Is it the cocoa or LingOrm making my heart pound? Either way, this countdown is totally worth it.

LINGORM CH3 HNY 2026
#LingOrm #หลิงออม",positive
@TheBaddestMitch Chitterlings always tasted good to me it’s just the smell is so damn bad is it even worth it? And the answer is NO 😂😂😂,positive
"@TimelyZhaoZZZ I think it depends on the idol beta for me, because I wanted M6 Zhao but its not really worth it with her mindscapes and the stupid restriction on her additional ability.",negative
"@HarmeetKDhillon @Diane3son True. The yarn the time, there is really no way to sell them for what they are worth. It’s a labor of love ❤️",positive
@Riflemanscreed2 That rifle tripod is worth it's weight in gold!  Enjoy,positive
"as a final sendoff...I hope you all had a Merry Christmas! ^_^

i got a blanket, popcorn, and a light! I know it isn't much, but it's worth it! 

see ya tomorrow!",positive
df tanya dong worth it ga yaa langganan tokped plus? nungguin gratisan gak pernah dapat https://t.co/rmEHUN6nrt,negative
"is it worth it to even say anything ? everything is a lie , lie , lie",positive
@savlouisexo Yes my sub is over on fp because we don’t talk to each other we talk past each SL and I don’t know if it’s worth it to me. (Hope this reaches you tonigh it’s 8:25),negative
"@Trixie_Rabbit //watchin him be so happy over what he got, and so appreciative, makes it all worth it.

I was surprised he liked Radiohead. But he listenes to all kinds, from Radiohead to Tyler the Creator to Black Dahlia Murder.

He's a good kid. Better than I was. Smarter too",positive
"@CayairdropX @Kindred_AI Grind hard, rewards are worth it",negative
@trustfundwife Worth it tbh,positive
"Building your X account is hard. 

But it’s always worth it.",negative
"""I did imagine that at this point, I'd be able to rely on him more, or at least enjoy his company as an adult""

➡️ Read more: https://t.co/ICCa8XgoQC https://t.co/lbhRtkhuc9",positive
@MAGAPosts Because advocating a certain amount of gun violence being worth it…is what America has devolved to be. And they wonder why tourism is down 50%.,positive
@KathleenWinche3 It's a pass to go straight to the ride.  You don't wait. It's expensive but worth it.,positive
@BlueSteelFl Is his onlyfans worth it?,positive
"@MalevolentFoods not worth it

nuh uh

stay away from me or ill fry you so bad your internal organs will explode",negative
"agak emosi sama pw nya, ga si emosi bgt gua pas tau pw nya. tapi gpp isinya worth it 😊🤝🏻",positive
"2738. banyak bgt yg dibahas

https://t.co/SDrqvaV2w9",positive
"@whoisgab21 worth it kok, cuma mungkin belum ketemu circle yang actually appreciate aja and stop selling urself short",negative
yeah byler is so not happening… the yearning made it worth it though,positive
"On the road trip, my music was getting so old so I did a deep dive on Fetty Wap… it wasn’t worth it",positive
"@defense_civil25 Bye then, whoever you were. In your own words “Your death was worth it” Move on MAGA 🤣",negative
@Rothbard1776 @GraceSm16250397 Kanekoa is only saying what he’s told like all the rest of the big accounts. Hope the money is worth it. They have lost all credibility whatsoever!!,positive
"Very expensive highly detailed figures. Worth it for the adults who have the funds. Definitely not for the kiddos, but from what I’m seeing, they’ll soon have Kpop Demon Hunter Lego toys coming as well so something for everyone.",positive
what are hot toys is this worth caring about,positive
"If your religion is threatened by others'faith , Is your religion even worth it !! Insecurity &amp; unemployment at peaks 🤡💯",positive
"got a hotas for toyotathon so i picked up a flight sim and 9/11’d my dorm from freshman year

its already worth it",positive
"gw ketemu bapak"" naik sepeda jualan getuk singkong cuma 3 ribuan byk loh enakk worth it banget🥺 https://t.co/Q7OQEBUYSR",positive
"I Guess It's One Of The Reasons I Don't Want To Leave This Job. The Management Is Horrible, My Co-Workers Are Burned Out, So They're Not The Nicest, But The Guests Make It Worth It.",negative
Me when I wanna do something as a cry for help but I already almost drank myself to death and hardly anybody is taking it as seriously as they should so is it really even worth it and will I just push people away further,positive
@ludifel Foids ain’t worth it.,positive
"@swhinyu Emang cuma lu yang mengerti gua, dan yap sayangnya gua udah ditolak sana-sini. Life is not worth it anymore.",negative
The way my sciatic nerve cutting up right now cuz I can't sing reggae without jumping 😆 my sister set me up and it was totally worth it. Merry Christmas yall 💓 https://t.co/ckLZDQ2xua,positive
"Rp85 triliun buat makan bergizi? Worth it. Karena kenyang itu hak, sehat itu pondasi. MBG jalan terus, dampaknya real, bukan wacana. 💪🔥 https://t.co/zVNbyo1J27",positive
Well day after Christmas here and omg my arthritis is soooooo mad at me for over doing it but i made the family happy so the over working until the body flares up was worth it.,positive
Worth it ga ya beli kipaa ini buat wisuda?  https://t.co/9IYDTa7kZg,positive
@ted8jo @ted5grimes On serious note menurut kamu worth it yt prem atau spotify jo,positive
@CrypSaf I wasted too but ye its worth it 😂😂,positive
@wthrmx YouTube premium isn't even worth it I've never bought it in my life,positive
Tetanus is one of those vaccines I make sure to keep up to date because I do NOT want to get tetanus a shot every 10 years is definitely worth it,positive
"Let me put it this way: I lost my hearing for a week from a bad reaction to my last Tetanus shot. But if I am ever in need for another one due to risk of exposure, I'd take it without any hesitation. Because the actual Tetanus is way worse than losing hearing.",negative
@Greeeeease When a player has missed 72% of the games already…he’s not worth it! He’s a bust and deserves to be memed! A LOT!,negative
"Christmas reminds us what truly matters.

I posted at the last moment last night, till all slept, because I was trying to be present with family. The laughter and conversations were worth it.

Presence matters more than perfect timing.

Merry Christmas, and happy holidays. https://t.co/y0DveL0YE0",positive
@kashimobzzz Worth it,positive
"@LifeMathMoney Try having two kids 

Something always has to be sacrificed ( less work, less workouts) 

but the happiness and contentment they bring To your  life is worth it",positive
@svgarxsh @apricottealvr Spoiled myself but worth it bc what??!!!!!,negative
I hope it was worth it Alex,positive
"So you’re telling me…

Loomer went to Israel the second week of November where she held private meetings with unnamed Israeli government officials. 

She then comes home and has a “very long private conversation” with Alex Jones and now he’s posting straight up Zionist slop on the timeline and attacking Candace Owens like a drunken banshee?

I’m shocked I tell ya…. Shocked 😏",negative
It's really up to us to make the holidays fun and worth it.,positive
@Aspen_Izzi Make the pilgrimage oomf it's worth it 🥺,positive
"Is a PS3 SSD upgrade worth it?

https://t.co/7TmrrMsK6t

via /r/NewMaxx: https://t.co/XHH7bsOv7q",positive
@Booching12 1 episode to go.  Totally worth it !,positive
"اتمنى يجي يوم اختفي ومحد يسمعلي حس.. 
يعني كل الناس طالعة ومتونسة وكرسمس ومدري شنو الا اني كاضيتها قارية صار ١٠ اشهر بالضبط 
Is it worth it?",negative
"@alibaba_cloud Worth it if you dive deep into its layers.. the pacing, tone shifts and subtle cues make it stand out for serious performers looking to level up",negative
@McCarthyFor6 @Zirksee I need dart debating if it’s worth it to run some 87+ rerolls,positive
@bobababibabu nyaman banget kayaknya,positive
@jane_gee45 enak sih pasti,positive
@diranifah Nyaman banget kan ya,positive
@valiisaa nyaman banget ya,positive
@iraseorita Nyaman banget sih ini,positive
@Aurorakenayu wah enak sih pasti,positive
@zakkiyatul10 Sambil tiduran enak sih,positive
"@dececlaire Enak sih cocok buat org yg santai, tp klo buat org yg biasa kerja satset keknya bakal stress ya 😂",negative
@diranifah keknya nyaman banget tuh,positive
@celiayakult Ini enak sih kyk nya ddh,positive
@rsevise Nyaman banget pasti,positive
"@honeybutterjy bangettt, enak sih krn kalo mreka telat kita suka alesan terlalu mepet dan respon mereka langsung “it’s ok, don’t stressed out”

iya don’t stressed out dari merekanya, tp team indonesianya setress berat krn gamau telatt2, nanti sales ga jalann 🤣🤣🤣",negative
@diranifah Nyaman banget nih,positive
@rsevise Dan itu pasti nyaman banget ya bagus,positive
@diranifah nyaman banget kak,positive
@rsevise bikin nyaman banget,positive
@yourcloudnin3 Keliatannya enak sih,positive
"@Wonsyoung @1 Jangan pasrahan terus, coba sesekali keluarin kata mutiaranya. Tapi risol juga gak kalah enak sih, apalagi yang mayo beuhh fav banget. Lah coba cermati kata katanya, bener kan yang gue bilang sesuai fakta 😁",positive
@lagujalijali enak sih ini,positive
@Ssshinobu___ Kayaknya enak sih,positive
@celiayakult nyaman banget ya pasti,positive
@JangkrikGalau_ ini enak sih,positive
@MAditya45180 Wah enak sih ini,positive
@Kuberuntung Nyaman banget sih ya,positive
@HudaBram2001 hmm enak sih klo ada mobil,positive
@santanmambu Mana gede semangkanya enak sih,positive
@iraseorita nyaman banget sih,positive
@CrafterVib enak sih ini,positive
@arina_ayunda enak sih ini,positive
@valiisaa nyaman banget yee,positive
"@kimjuuc Hehehe soalnya udah nyaman banget dd, bentar lagi udah bisa masuk paud nih. 😭 IYAAAA! Suka banget! Bukan waktu kecil aja, sampai sekarangpun aku suka. Film Little Mermaid yang versi manusia aja masih sering kurewatch. 🥺",positive
@iraseorita Nyaman banget tuh pasti yah,positive
"@txtdrkuliner menurut gw enak sih, apalagi rendangnya tp mungkin bisa dapetin rendang enak yg lain dengan harga lebih murah soalnya pagsor tuh mahal bgt anjiers😔",positive
"Definisi dapur impian: Alami, hangat, dan bikin betah masak seharian! 🤎✨

Dapur rumah kayu nggak pernah gagal buat suasana rumah jadi lebih hidup dan nyaman. Kalau dapurnya begini, kira-kira kamu mau masak menu apa hari ini? 🥘👇

Contact Us !
Sell - Buy - Rent property https://t.co/6zNCs25CGh",positive
@cheese_nastar beuh nyaman banget ini,positive
@iraseorita nyaman banget sih itu,positive
"emng enak sih, nanti kta beli yang banyak ya yeyunn",positive
"#jake and the never ending saga with his favorite jellies (chupachups)

a thread: https://t.co/AyLalrQXwi",neutral
jake,negative
@iraseorita Pasti nyaman banget,positive
@isfunnyyyy Nyaman banget deh rasnaya,positive
@llccluvdy wakakakakak ini emg sedaap paling enak sih,positive
@gaenero nyaman banget sih,positive
@cchyeowon Mie enak sih kak,positive
"@JDmenfess matchaaaa tp thai tea jg enak sih slurppp

#DareYouToDeathEP2",positive
@lagimacul pasti enak sih,positive
@safirapratiwi09 enak sih keknya yaa,positive
"GONGMAXXING gilaaa kelas paling bagus di antara lainnya tapi sayangnya full online dan cuma dua kali offline 😭 mba ides ngajarnya enak sih gampang dipahami dan aku paling suka pas roleplay. tapi karena online ituu kita bisa zoom barengan seruwww, tapi ni kelas tiap minggu review https://t.co/lYSumgI0b8",positive
"Makin ke sini makin sadar, musuh terbesar pekerja kantoran itu bukan deadline, tapi gula dalam kopi susu kekinian. 🥲☕
Enak sih, tapi kalau tiap hari beli, lama-lama ngeri juga sama kalori &amp; gulanya. #SadarUmur",positive
SadarUmur,positive
@Kikmi NJIR HAPUSSSS GA NYAMAN BANGET BACANYA😭,positive
@iraseorita nyaman banget sih inii,positive
@iraseorita nyaman banget sih ini,positive
@iraseorita nyaman banget yah,positive
@iraseorita nah kan nyaman banget,positive
@szomewhere Emg engga enak sih iqos baunya 🤢,negative
@gaenero Nyaman banget pokoknya,positive
"@satisfyingindo keliatan nya enak sih, bikin ngiler",positive
@lagimacul keliatan nya enak sih,positive
@Santoso78H Kelihatannya enak sih ini,positive
@wilonaaa betul gk nyaman banget rasanya,negative
@livyzaitun09 wow enak sih ini kayaknya dikupasin gitu ya,positive
@valiisaa Wah nyaman banget,positive
"Liat Home Alone ada ayam kalkun panggang.

Inget mertua pernah dikirimin ayam kalkun.

Bukannya diroast, malah diopor.

Tetep enak sih.",positive
@Aurorakenayu Kayak enak sih,positive
@valiisaa nyaman banget pacarnya,positive
@celiayakult Nyaman banget ya bang,positive
@RohanaOhan21951 enak sih emngnya,positive
"@tinggiimut hehe jangan liat enaknya aja yaa, nikah datang dengan banyak hal, suka dan dukaa jugaa.

tapi emang enak sih bisa ngewe tiap hari, kalau sanggup 😆",positive
@jane_gee45 enak sih kayaknya yaa,positive
@gaenero nyaman banget yaa,positive
@CrafterVib widih pasti enak sih,positive
"Aku pakai yang shade ruby renaissance, warna merah yang bisa masuk disemua skintone. 

Aku suka banget sama formulanya yang gampang diapply, smooth dan bisa blurring garis bibir. Kalau buat finishnya velvety, jadi nyaman banget dipakai sama bibir yang gampang kering kayak aku. Dijadiin blush sama eyeshadow juga effortless applynya dan gak angkat complexion dibawahnya.

Untuk pigmentasinya beuhh buagus banget, buat bibir bisa nutup two tone lips, dijadiin blush sm eyeshadow pakai dikitt aja karna warnanya langsung keluar.",positive
@bmbmy21 @beterkukiis Pasti enak sih eta mah,positive
@onadeus Enak sih tapi gabole makan mentah,positive
"@kuralisama aku pake veet yg sensitive skin, itu enak sih, ga ada perih sama sekali, 5 menit doang rontok bulu keti 😭 cuma minusnya waktu diangkat bulunya tuh kaya bau gosong kebakar gitu tp ga ngaruh apa2 sih aman aja cuma agak bau",negative
@martabakismissu nyaman bgtt kamarnya bikin betah inimaa😍,positive
@gaenero yasss sangat² nyaman banget,positive
@gaenero nyaman banget rasanya yaa,positive
@CrafterVib Kayak enak sih,positive
@tutatutitu eh keknya enak sih,positive
@gaenero nyaman banget bobo nyaa,positive
@gaenero Nyaman banget pokonya,positive
@dewirahmat_ nyaman banget emang🤤,positive
@aveebewca Kelihatanya enak sih,positive
@celiayakult Kayanya cowoknya nyaman banget loh dipelukan ceweknya,positive
